"id","full_name","color","memory","manufacturer","code","default_price","sale_price","reviews_count","screen_diagonal","display_resolution"
"1","Мобільний телефон Apple iPhone 16 Pro Max 256GB Black Titanium (MYWV3)","black","256 Gb","Apple","U0961530","65799.00",NULL,1,"6.9""","1320 х 2868"
