"id","full_name","color","memory","manufacturer","code","default_price","sale_price","reviews_count","screen_diagonal","display_resolution"
"1","Мобільний телефон Apple iPhone 15 128GB Black (MTP03)","black","128 Gb","Apple","U0854689","35499.00","33299.00",1,"6.1""","1179 х 2556"
